Entity,Code,Year,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Solar Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Wind Consumption - EJ,Geo Biomass Other - EJ
Argentina,ARG,1991,240.502528,200.9186607,10.79402111,0,45.05836938,21.54446168,0,0.276668011
Argentina,ARG,1992,254.0441163,217.2566738,12.16817337,0,54.94185091,19.66946018,0,0.282959933
Argentina,ARG,1993,251.6276707,229.4129335,8.069993676,0,65.43192664,21.527795,0,0.298440246
Argentina,ARG,1994,243.2391068,235.8314387,7.065112642,0,77.70225071,22.8750183,0,0.331361481
Argentina,ARG,1995,241.9013796,262.47796,7.414158346,0,79.05039994,19.62779348,0,0.321090416
Argentina,ARG,1996,251.4243836,301.1834909,7.766822358,0,72.07000715,20.71946102,0.026716688,0.976104926
Argentina,ARG,1997,251.7290033,277.551722,6.127718919,0,91.74996117,22.11390658,0.040533366,1.237867796
Argentina,ARG,1998,257.2920069,296.7099874,8.237415952,4.72223E-05,90.06059393,20.70279434,0.090391739,1.288559928
Argentina,ARG,1999,239.5657064,314.7012518,9.88547745,7.22223E-05,73.69469981,19.73890468,0.096613966,1.806821287
Argentina,ARG,2000,241.9768583,322.9675084,7.512653313,0.0001,94.53899258,17.15834706,0.096550077,1.87504125
Argentina,ARG,2001,233.1144884,302.3504919,6.156857206,0.000118669,115.6422134,19.48102208,0.136223648,1.681582426
Argentina,ARG,2002,214.8736377,294.3759855,4.586300161,0.000128871,113.7000682,15.96081922,0.201271935,2.331328775
Argentina,ARG,2003,221.1440691,336.290769,5.593869108,0.000177083,106.468254,20.61251649,0.212374849,2.762719773
Argentina,ARG,2004,232.6474706,368.0915445,9.519827036,0.000189491,95.83589504,21.30145016,0.19611194,2.437106493
Argentina,ARG,2005,247.2870345,392.8903143,10.96165372,0.00021788,105.8468482,18.48751479,0.192916975,2.889122456
Argentina,ARG,2006,259.9603577,406.5053252,9.923828516,0.000240566,116.6051247,20.63790959,0.186144803,4.189622117
Argentina,ARG,2007,288.7591254,427.1223417,14.36037259,0.000289266,100.2496114,19.26845291,0.163606537,4.185479572
Argentina,ARG,2008,296.9553909,431.8875955,17.51608275,0.000379333,98.19619657,19.5183386,0.110740512,4.470518875
Argentina,ARG,2009,290.8214024,418.3559174,9.620945754,0.000199603,106.9925239,21.46776409,0.096626001,4.53532072
Argentina,ARG,2010,326.2937359,420.8745023,13.47209083,0.000223946,105.7103606,18.79909479,0.066100867,5.249288214
Argentina,ARG,2011,326.7535059,438.3982376,14.61865696,0.004182625,102.7282834,16.58537912,0.068908493,5.675842815
Argentina,ARG,2012,339.7310857,456.6424587,13.66919152,0.021051598,94.98371235,16.49001319,0.952675609,6.320454659
Argentina,ARG,2013,364.1897226,460.2772579,14.93931468,0.038593305,104.2018906,15.89142838,1.160698653,6.291413294
Argentina,ARG,2014,357.0728816,461.5501599,15.89172931,0.04057608,103.9952928,14.03264596,1.576550213,5.858452185
Argentina,ARG,2015,367.2905991,466.5260559,15.81414193,0.037144524,105.6705161,17.80700829,1.500997387,6.016432814
Argentina,ARG,2016,359.373627,482.1004976,12.1886511,0.035893668,96.20195353,20.83507584,1.376495628,4.937570063
Argentina,ARG,2017,349.8949528,483.0006719,12.5252982,0.041042533,103.8575295,15.22001218,1.528918723,5.959141037
Argentina,ARG,2018,334.3119396,487.0427864,13.70915863,0.268744367,103.5108588,17.07954583,3.511206172,6.194286184
Argentina,ARG,2019,329.3280383,474.9063305,6.347707313,1.980226741,91.78546271,20.90398373,12.37110432,5.936273206
Australia,AUS,1965,181.1176288,0.029475024,202.0279394,0,21.36045042,0,0,0.82222288
Australia,AUS,1966,214.0477232,0.039300031,209.3890564,0,20.40291299,0,0,0.78888952
Australia,AUS,1967,234.3879542,0.039300031,215.2501722,0,21.12720412,0,0,0.8055562
Australia,AUS,1968,255.285192,0.304575244,221.6946218,0,22.08474156,0,0,0.78333396
Australia,AUS,1969,262.4483338,4.126503301,229.2779612,0,24.12257763,0,0,0.78055618
Australia,AUS,1970,290.1956538,17.30398846,231.6946298,0,28.25193093,0,0,0.72500058
Australia,AUS,1971,305.5448092,25.82670002,232.5696305,0,31.96514446,0,0,0.73055614
Australia,AUS,1972,311.0336044,37.07429252,242.9307499,0,32.09256567,0,0,0.7777784
Australia,AUS,1973,331.8932197,47.06883758,252.9863135,0,34.12735841,0,0,0.93888964
Australia,AUS,1974,351.7354447,53.70203316,264.0696557,0,38.53869805,0,0,1.19166762
Australia,AUS,1975,348.1047979,57.67001672,272.5418847,0,41.35503753,0,0,1.35833442
Australia,AUS,1976,355.8217699,68.07727185,281.7918921,0,39.3163059,0,0,1.34444552
Australia,AUS,1977,372.6010556,77.76849987,294.1807909,0,37.62211399,0,0,1.19166762
Australia,AUS,1978,375.3143164,83.72544763,301.8613526,0,40.76489206,0,0,1.1250009
Australia,AUS,1979,381.8078709,96.37525988,315.5419191,0,39.57240832,0,0,1.16111204
Australia,AUS,1980,366.1853894,110.6659676,324.7641487,0,37.40724604,0,0,1.0694453
Australia,AUS,1981,354.3436095,119.9444855,333.1391554,0,38.51765248,0,0,1.12222312
Australia,AUS,1982,355.9770881,116.9809289,336.6808249,0,35.47317838,0,0,1.43333448
Australia,AUS,1983,349.8239888,127.0749222,336.5558248,0,33.67682694,0,0,1.19722318
Australia,AUS,1984,366.4664248,125.317364,355.9030625,0,36.46099806,0,0,1.22500098
Australia,AUS,1985,350.073115,133.9527305,368.1391834,0,38.72367153,0,0,1.26666768
Australia,AUS,1986,358.2833941,146.3293983,377.4864131,0,38.96058339,0,0,1.2777788
Australia,AUS,1987,365.1050281,149.3947104,393.3614258,0,37.81613025,0,0,1.3055566
Australia,AUS,1988,382.4279516,152.9935179,413.7642199,0,39.81793074,0,0,2.03055718
Australia,AUS,1989,396.1749007,166.875775,433.9586805,0,39.59355667,0,0,2.2500018
Australia,AUS,1990,401.9416977,167.7596114,444.3475777,0,40.99864391,0,0,2.10972391
Australia,AUS,1991,390.8269207,160.8211383,453.2642515,0.015138901,43.48197923,0,0,1.99861271
Australia,AUS,1992,392.5547494,166.3697033,455.9586981,0.033611138,44.28197987,0,0,1.8611126
Australia,AUS,1993,412.4860867,172.493571,458.889256,0.040555588,45.51948086,0,0.00555556,1.8611126
Australia,AUS,1994,428.1425852,191.5667207,468.2642635,0.048333372,44.861147,0,0.01527779,1.93472377
Australia,AUS,1995,441.5618895,193.4158469,484.167054,0.058750047,43.41947918,0,0.01944446,2.29305739
Australia,AUS,1996,448.4542336,194.8267884,503.9587365,0.071111168,44.35697993,0,0.01944446,2.62916877
Australia,AUS,1997,456.5350067,191.3052041,529.4587569,0.085138957,44.31253545,0,0.02083335,2.76944666
Australia,AUS,1998,455.9736729,196.9533639,553.0837758,0.098888968,43.88336844,0,0.05000004,3.00278018
Australia,AUS,1999,470.1477157,201.740698,587.3698272,0.112777868,45.22642507,0,0.11944454,3.14861363
Australia,AUS,2000,467.6583823,205.5509596,591.5840658,0.129861215,45.74031437,0,0.37222252,2.47083531
Australia,AUS,2001,470.6473991,221.6933685,585.6123567,0.149440055,44.49670768,0,0.792046088,2.200894618
Australia,AUS,2002,469.1012726,228.148353,598.7950246,0.159854967,44.13148692,0,1.462960848,3.47348665
Australia,AUS,2003,468.7945934,229.9430768,615.9447078,0.172179625,44.1633927,0,1.91808647,4.6090742
Australia,AUS,2004,482.0796601,234.536197,641.8306114,0.197476273,42.46389544,0,2.152071785,7.620905778
Australia,AUS,2005,478.9134183,232.590009,638.1294288,0.226084042,41.6008086,0,3.494282859,10.41250833
Australia,AUS,2006,518.0949804,259.4308384,655.4128872,0.260613416,39.9476263,0,5.779202737,10.51140778
Australia,AUS,2007,511.9473084,290.1983871,649.728894,0.302148679,34.66130117,0,7.575896686,11.35547783
Australia,AUS,2008,512.5999355,285.3498076,677.2213191,0.36745371,31.18908551,0,9.129456061,9.75679352
Australia,AUS,2009,509.5691368,291.3645761,654.7899492,0.761438034,33.16589845,0,11.64225468,7.311055232
Australia,AUS,2010,505.0243206,337.8365247,607.3285028,2.549084977,35.84082622,0,12.99770978,6.366009694
Australia,AUS,2011,537.839934,352.8310965,591.9925238,5.298371875,50.72016253,0,16.66830602,6.670302592
Australia,AUS,2012,558.6924229,353.907078,554.3984926,6.212732243,43.88064117,0,19.89774319,7.97931699
Australia,AUS,2013,568.7759129,371.7351223,526.1762479,9.850278965,48.87247886,0,23.70529005,8.529833631
Australia,AUS,2014,574.8425944,400.9994927,521.8199159,12.60240529,36.86050853,0,24.88160673,9.025179975
Australia,AUS,2015,554.5158452,421.0700365,540.3511235,15.70093218,35.63243819,0,29.94853082,9.304628562
Australia,AUS,2016,559.0805855,417.261057,539.9968917,18.79761544,44.33783367,0,32.75870274,9.187116456
Australia,AUS,2017,584.6255658,412.422715,521.4845333,22.39359961,33.75541357,0,32.98809498,8.826538907
Australia,AUS,2018,599.7519818,414.2736655,512.3752414,30.51861403,43.13589188,0,40.78886696,8.833913652
Australia,AUS,2019,595.1996452,537.40327,495.308728,44.44989071,35.39475757,0,48.34683307,8.854806765
Austria,AUT,1965,65.29752696,17.52866092,59.11494704,0,44.67503574,0,0,0
Austria,AUT,1966,71.78891576,18.82104928,56.46764156,0,48.14170518,0,0,0
Austria,AUT,1967,76.54817318,18.03169814,53.45094462,0,49.16115044,0,0,0
Austria,AUT,1968,88.466138,19.22898499,52.77372694,0,50.5139293,0,0,0
Austria,AUT,1969,97.22607223,23.32917559,51.93643962,0,46.43892604,0,0,0
Austria,AUT,1970,107.043732,28.29802476,55.85421135,0,59.13810287,0,0,0
Austria,AUT,1971,119.6071218,32.50667272,51.2336521,0,46.72253738,0,0,0
Austria,AUT,1972,129.1229775,35.12978057,46.45392605,0,48.02114953,0,0,0
Austria,AUT,1973,139.9279231,38.61122994,46.16975916,0,53.35893158,0,0,0
Austria,AUT,1974,125.2277791,41.85200351,48.72281676,0,63.08949492,0,0,0
Austria,AUT,1975,126.5593593,41.80165222,42.34058943,0,66.09783066,0,0,0
Austria,AUT,1976,137.4114408,47.6101507,45.06003605,0,57.12671237,0,0,0
Austria,AUT,1977,131.5866458,48.52037659,37.80030802,0,69.22449982,0,0,0
Austria,AUT,1978,141.5698102,50.46827889,38.40225294,0,69.28005542,0,0,0
Austria,AUT,1979,147.4088788,50.04040635,41.68614446,0,78.0467291,0,0,0
Austria,AUT,1980,143.887564,48.07401495,42.83475649,0,80.86089802,0,0,0
Austria,AUT,1981,130.6309903,45.82413456,43.85003508,0,85.68701299,0,0,0
Austria,AUT,1982,123.9008902,44.35530057,41.70558892,0,85.82312421,0,0,0
Austria,AUT,1983,120.0798805,45.25709556,44.65586906,0,85.01756801,0,0,0
Austria,AUT,1984,116.7985582,50.38992919,50.8864296,0,74.58218189,0,0,0
Austria,AUT,1985,116.9860178,53.99164775,50.81504065,0,85.48658506,0,0,0
Austria,AUT,1986,123.2183977,52.42130697,45.30253624,0,85.84431034,0,0,3.576394528
Austria,AUT,1987,126.8604465,54.68582198,44.9394804,0,98.30005364,0,0,2.516157568
Austria,AUT,1988,125.9780724,52.38507121,43.03392332,0,98.06698956,0,0,2.908224549
Austria,AUT,1989,124.2223049,56.25986461,43.22809014,0,97.45127241,0,0,3.067919121
Austria,AUT,1990,129.1903365,61.9349529,47.64059367,0,87.52507002,0,0,3.173571983
Austria,AUT,1991,139.4555974,65.66424404,49.9722622,0,87.34284765,0,0,3.405091613
Austria,AUT,1992,135.8036187,64.48228571,38.88205552,0,96.80118855,0,0,3.692125176
Austria,AUT,1993,136.9229112,67.81250574,34.95877811,0.00277778,101.9599593,0,0,3.780866914
Austria,AUT,1994,135.7438695,69.75154998,35.45447281,0.00277778,99.18757935,0,0,3.362655468
Austria,AUT,1995,135.4299298,76.15722117,40.33867394,0.00277778,102.9645879,0,0.00277778,5.158951349
Austria,AUT,1996,140.104343,81.06094484,40.51022396,0.00277778,95.04482881,0,0.0138889,4.415125754
Austria,AUT,1997,142.2990302,78.12577873,42.96856471,0.00555556,100.2925191,0,0.0555556,4.753862136
Austria,AUT,1998,147.7362325,80.20735566,37.83003026,0.00555556,103.2315631,0,0.1250001,5.118829095
Austria,AUT,1999,145.1936076,81.92769392,37.56994637,0.00555556,113.0532038,0,0.14166678,4.435869712
Austria,AUT,2000,142.1625557,78.20521669,42.47903924,0.00833334,116.2102334,0,0.18611126,4.24522373
Austria,AUT,2001,154.2622898,82.88202714,43.88116861,0.013798712,111.6467108,0,0.474675704,4.602731604
Austria,AUT,2002,157.5170103,81.48543461,44.57974732,0.024677439,110.2999347,0,0.556613349,4.16896269
Austria,AUT,2003,170.4443198,89.62979016,47.54773234,0.040865417,90.48963404,0,0.997116182,4.663891071
Austria,AUT,2004,165.8706435,90.49240993,46.57634377,0.048726154,99.51581385,0,2.501275886,5.57570669
Austria,AUT,2005,165.1944569,95.27714056,46.43808486,0.056536813,99.78130636,0,3.580968824,6.555641915
Austria,AUT,2006,165.0732021,89.53207946,46.39800763,0.059839179,95.30722107,0,4.685142226,8.653708725
Austria,AUT,2007,155.2892485,84.70902194,44.85962929,0.064383235,98.42596916,0,5.411276793,10.78865199
Austria,AUT,2008,153.7762493,90.68562128,44.31644434,0.079509143,101.1804144,0,5.309224115,11.35702312
Austria,AUT,2009,146.0223439,88.3192094,33.39081099,0.128324603,107.2897706,0,5.126344048,11.22311034
Austria,AUT,2010,152.4529457,96.12819796,39.2607109,0.231568188,100.0273977,0,5.381374476,11.63778713
Austria,AUT,2011,142.3154783,90.41813936,40.31966868,0.451096294,88.72940326,0,5.017689704,11.70500695
Austria,AUT,2012,142.2418926,86.24148491,37.45488102,0.869275218,112.8288448,0,6.341594971,11.86919442
Austria,AUT,2013,146.775517,82.00467693,38.09634351,1.602645559,107.6493277,0,8.073039073,11.73687521
Austria,AUT,2014,140.7905324,75.10981584,34.89559118,1.998382138,104.36751,0,9.787142049,11.03549316
Austria,AUT,2015,140.201523,79.68101375,37.71362311,2.370636718,93.74173904,0,12.24492538,11.39290955
Austria,AUT,2016,145.084516,83.42196955,34.97962366,2.756255459,100.2012894,0,13.16454465,11.79747388
Austria,AUT,2017,147.147379,90.69861104,36.25203728,3.172430038,95.73365909,0,16.42879098,12.30234343
Austria,AUT,2018,149.1457118,86.86925861,33.2181033,3.573087138,93.54482908,0,14.98792144,12.06299995
Austria,AUT,2019,152.250656,89.00448157,34.95599217,3.346797113,100.860941,0,18.41185485,11.85274783
Azerbaijan,AZE,1985,97.18562546,132.5998258,1.069960856,0,3.646007917,0,0,0
Azerbaijan,AZE,1986,101.8174522,147.3309733,1.069960856,0,2.23425401,0,0,0
Azerbaijan,AZE,1987,95.8269851,145.5127344,1.069960856,0,2.23425401,0,0,0
Azerbaijan,AZE,1988,98.14332936,143.6944955,1.069960856,0,1.939627107,0,0,0
Azerbaijan,AZE,1989,95.70129199,150.9723258,1.069960856,0,1.939627107,0,0,0
Azerbaijan,AZE,1990,100.3949087,153.9702264,1.035070828,0,4.60555924,0,0,0
Azerbaijan,AZE,1991,96.80120533,147.3309733,0.779210623,0,4.886948354,0,0,0
Azerbaijan,AZE,1992,94.31954504,114.5831743,0.139560112,0,4.853614994,0,0,0
Azerbaijan,AZE,1993,94.05548263,84.5797948,0.034890028,0,6.73889428,0,0,0
Azerbaijan,AZE,1994,86.15909286,79.12020341,0.046520037,0,5.0833374,0,0,0
Azerbaijan,AZE,1995,77.67726176,78.20864664,0.034890028,0,4.32222568,0,0,0
Azerbaijan,AZE,1996,69.77207833,57.29646177,0.034890028,0,4.26944786,0,0,0
Azerbaijan,AZE,1997,66.40273773,54.56666607,0.034890028,0,4.75555936,0,0,0
Azerbaijan,AZE,1998,69.87354938,50.92043897,0,0,5.41944878,0,0,0
Azerbaijan,AZE,1999,66.98874609,54.56666607,0,0,4.18333668,0,0,0
Azerbaijan,AZE,2000,74.26636467,52.74355252,0,0,4.26111452,0,0,0
Azerbaijan,AZE,2001,47.27037866,75.65433781,0.034890028,0,3.59042495,0,0,0
Azerbaijan,AZE,2002,43.51950093,75.86882176,0.023260019,0,5.538714108,0,0,0
Azerbaijan,AZE,2003,50.59973465,77.79917728,0.034890028,0,6.72917205,0,0,0
Azerbaijan,AZE,2004,54.57314755,91.22798798,0.010699609,0,7.457808514,0,0,0
Azerbaijan,AZE,2005,63.79856243,94.23223539,0.03744863,0,8.094911539,0,0,0
Azerbaijan,AZE,2006,57.11262567,99.61608469,0.03744863,0,6.730508529,0,0,0
Azerbaijan,AZE,2007,53.85490259,87.70816017,0.057333379,0,6.279380024,0,0,0
Azerbaijan,AZE,2008,43.05573056,100.3458293,0.043000034,0,5.891930179,0,0,0
Azerbaijan,AZE,2009,40.15007815,85.68153255,0.043000034,0,6.055992499,0,0.005509264,0
Azerbaijan,AZE,2010,39.63648688,81.44881566,0.064500052,0,8.985758722,0,0.001303682,0
Azerbaijan,AZE,2011,48.58161173,89.20136036,0.057333379,0,6.934243352,0,0,0
Azerbaijan,AZE,2012,50.81024868,93.61453039,0.043000034,0,4.690458298,0,0,0
Azerbaijan,AZE,2013,55.30418549,94.02996922,0.035833362,0.002048194,3.812457869,0,0.002048194,0.171536282
Azerbaijan,AZE,2014,54.29420224,98.54453939,0.021500017,0.007380245,3.307622407,0,0.005853298,0.221407363
Azerbaijan,AZE,2015,55.10194651,111.4656142,0.035833362,0.011636914,4.142488433,0,0.011636914,0.229955541
Azerbaijan,AZE,2016,54.73502207,109.3065624,0.014333345,0.08877226,4.92723767,0,0.057337324,0.219415856
Azerbaijan,AZE,2017,55.22215185,106.1661349,0.014333345,0.093000074,4.366003493,0,0.055250044,0.21287517
Azerbaijan,AZE,2018,57.87646407,108.1582115,0.014333345,0.097576101,4.394031293,0,0.204298409,0.201564489
Azerbaijan,AZE,2019,59.72202311,117.8924506,0.014333345,0.108458369,3.874291415,0,0.333408811,0.200821318
Azerbaijan,AZE,1980,,,,,,,,
Azerbaijan,AZE,1981,,,,,,,,
